sentence	sentence_id	locale	reason
"""மெர்குரி"" என்பது ஒரு புதிர் விளையாட்டு, இது பிரிட்டிஷ் விளையாட்டு நிரலெழுத்தர் ஆர்ச்சர் மேக்லீனால் உருவாக்கப்பட்டது."	058287dd9f998512d14dc96d4515b97ed49a9dc732b0087946ddc3ad02744579	ta	different-language
"கோக்கை ஒரு ""யூத-அமெரிக்கன்"" பானமாக ஜேர்மனியர்கள் அங்கீகரித்தனர்."	073397536f9e4b9f523e6584f9991ce4753ef33059a76b8734d6a029ca29c598	ta	different-language
பிரிட்டன் மற்றும் அயர்லாந்தில் பல்லேடியன் கட்டிடக்கலை கொண்டு வந்ததற்கான காரணம் லார்ட் பர்லிங்டன் நினைவுபடுத்துவதற்காக.	0707c44a5c68566062a2b5287d7c751e17074df792e6fe5c0d564c8b529c0257	ta	different-language
ஃபெல்ட் கலைக்கப்பட்ட பிறகு, லாரன்ஸ் டெனிமை உருவாக்கினார்.	060c3111fbd125c9254c835cb3578d2ab61058203ca087ad33e43fed7d6ae23a	ta	different-language
அரசியலமைப்பு ஒப்பந்தத்தின்படி, யூனியனின் தலைமையகம் ஈக்வடாரின் குயிடோவில் அமைந்திருக்கும்.	05f4d70e78141ac57c4b7ec45cfac62d122699646d2081ad8e47207e31c316ed	ta	different-language
இதில் Hayden Christensen,Jessica Alba,Terrence Howard மற்றும் Lena Olin ஆகியோர் நடித்துள்ளனர்.	067f78d861545b9f41481f592d8c5c00bc9d8787a21d5e554a783205ed885fbc	ta	different-language
சிட்னியில் மற்ற இடங்களை விட டேவ்ஸ் பாயிண்ட் மற்றும் மில்லர்ஸ் பாயிண்டின் அதிர்ஷ்டம் மாறுபடுகிறது.	05eee37f0dccda8d75e236eabb40c677a604f1a1aa2b7d9ffdae2939616ffaaf	ta	difficult-pronounce
Lost My Way trailer ஐ தயவுசெய்து தேடவும்.	035e4b46b063a0ceacfb1bb435e1146f0ad6b6231b15137451ea7ab35302d3ae	ta	different-language
ஹேசல் கிரீன் வரும் ஆண்டுகளில் குடியிருப்புகளுக்கும் வணிக வளர்ச்சிக்கும் திட்டமிடப்பட்டுள்ளது.	06f4f61bfbf0f5c1948a6b60c841f4a187ea555a370d2d56ec95c2f2cdbe310f	ta	different-language
இது கோகோலமஸ் க்ரீக் தென்கிழக்கு, ரக்கூன் க்ரீக் தென்கிழக்கு மற்றும் மில்லர்ஸ்டவுனின் தென்கிழக்கில் வைல்ட் கேட் ரன் ஆகியவற்றைப் பெறுகிறது.	05d3bae87c0d4c264901e3f706c9946b001652823cbe3664d291ad6d7395635d	ta	difficult-pronounce
இது நியூபோர்ட், பிரிஸ்டல் மற்றும் கார்டிஃப் ஆகியவற்றின் பயணிகள் பெல்ட்களுக்குள் உள்ளது.	0617637045a283764b65ab0b0a8eda09817975e888c3e815ecfb5f067110c639	ta	difficult-pronounce
மிட்டர்மேயரின் தந்தை அவளது சொந்த ஊரான ரீட்-இம்-விங்க்லில் ஒரு ஸ்கி பள்ளி நடத்துபவராக இருந்தார்.	07334495f562d7f35eb75930dc470836bedbbd866667bf7908c376318ee29eaf	ta	different-language
அவரது மனைவி எடித்துக்கு ராயல் செஞ்சிலுவை சங்கம் வழங்கப்பட்டது.	064632d6b03628ac82323eb28a4fbeacd6718cd2c6f246a5357cc7789356c312	ta	difficult-pronounce
"""Compilation"" இல் ஒவ்வொரு நியமனத்திற்கு Nomura முக்கிய வடிவமைப்பாளராக இருப்பார்."	072cfaff94428db5fdb0cdd9a5ee873d832a0f610d6abbc4877dde63f55002be	ta	difficult-pronounce
"இவற்றில் முதலாவது ""காலிங் ஆல் ஸ்டார்ஸ்"" என்ற மார்தா ரேயுடனான ஒரு இசை நையாண்டியாகும்."	069aa68afb808b5c0057d4f114de1a128ad2231bc2178ff1fc56beb82c6d21ba	ta	difficult-pronounce
Smiths Falls மற்றும் Morrisburg-இல் கல்வி பயின்றிருக்கிறார்.	06e1c690ac5d3a0d63799b26ac0b9ed257dea2e63bd546ff7326ff8739a5757e	ta	different-language
Arroyo உயர்நிலை பள்ளியின் விளையாட்டு மைதானத்திற்கு பக்கவாட்டில் இந்த சாலை உள்ளது.	05bd15827d57c1601a79853e9397177ee3ebab2c2265e459bf622ca70862d951	ta	different-language
Scott, ஸ்காட்லாந்து நாட்டின் பெருமகனான Gavin Hastingsஇன் இளைய சகோதரர்.	069c694db32f7972e369ab877b347e52b45d7a9856f269765d2e62ac3d6f1a14	ta	different-language
இடைமாற்றத்தின் தென்கிழக்கே Hawthorne மெட்ரோ-வடக்கு இரயில் நிலையம் உள்ளது.	03ff11567ae69fd3f4ecca4444083268bd42b4181f61ad7b7d05d4f0e6ac4cf8	ta	different-language
அவை முக்கியமாக மைட்டோகாண்ட்ரியன் மற்றும் பெராக்ஸிசோம்களில் காணப்படுகின்றன.	05ef4d549e6d184e4522656196cdf6df6494d0da3435789b45743933d95266ff	ta	difficult-pronounce
இன்று வரை லாங்கிடுடினல் வகையாக இருந்து வந்தது இன்று காந்த நாடா பதிவாக மாறியது.	05af7734d46e7fd9f7d4543889b4e1fe0a5e43e79a6481522be99a265c34123b	ta	difficult-pronounce
மாறாக குறிப்பிடும் வரை,அனைத்து தடங்களும் ஜிம்மி டெஸ்ட்ரியால் எழுதிதபட்டவை.	06ec66460f09bae93dac1ada3db5e6056681db1e9e0895df09dee86780a07c9a	ta	different-language
ஃபோட்டிக் மைண்ட் மெஷின்கள் சன்கிளாஸில் பதிக்கப்பட்ட ஒளிரும் விளக்குகளுடன் செயல்படுகின்றன.	066885061d2859e6a593bac1153a054cba4b7f1507af64378595f3d7e5ef8823	ta	different-language
அவர் பாப்புலர் ஃப்ரண்டின் செயற்குழு உறுப்பினராகவும் இருந்தார்.	068f3039d90df780304ad8b56c6fe9cc0fec4c448088d66ec6462b7aaf9587db	ta	different-language
தடத்தின் குறுகிய வடிவம் இவற்றில் மூன்றைக் கொண்டுயுள்ளது.	06be79fe99d1846db3629086fa7a904f0d71843db910bc7a70eaa5fa1e567b8e	ta	grammar-or-spelling
Sponge clamp அல்லது sponge stick என்றும் அழைக்கப்படுகிறது.	065189b507a769072628fb709e73f27dcddb2ba3544e7d271c7015f0e575b124	ta	different-language
"""Tetrasynandra"" மற்றும் ""Grazielanthus"" முறையே ""Steganthera"" மற்றும் ""Mollinedia"" ஆகியவற்றில் பதிக்கப்பட்டுள்ளன."	06eb911b43f676447001c9913bbdf9b1b1dbeeafb24b20e4d5722635af2ad71c	ta	different-language
அவருக்கு ஜோசப் லியாண்டர் க்லைன் என்ற தம்பி இருந்தார்.	05cb99e5c7f66dd89f18da5f653ced235794d80f1cd327ba74c59e892cc92d18	ta	different-language
அவர் சமகால இசையை கற்றுக்கொடுக்கிறார் மேலும் மஹ்லர் மற்றும் ஷோஸ்டகோவிச்சில் ஆராய்ச்சி ஆர்வங்களைக் கொண்டவர்.	0718e2b4e10c028b43e21c6a77cff5049ff8c4b6d6d8309ab881840ff364567f	ta	different-language
"அதைத் தொடர்ந்து, ""Epsilon"" மற்றும் ""RealityMan"" என்ற தமது புனைப்பெயர்களைக் கைவிட்டு, அமைதியாகிவிட்டனர்."	02335c28a0528961b6e4e8590fd446610ad456718ea56dc5d75459ad5b0c9cb9	ta	different-language
க்ளெனார்க்கியின் குக்கிராமத்திற்கு அருகிலுள்ள நயாகவா பவுல்வர்டுடனான பரிமாற்றத்திற்குப் பிறகு வடக்கு நோக்கிச் செல்கிறது.	0734a67a00defd00e4ee2f9a91077c6515f275c40cc1bae7691d86ed8354dcae	ta	different-language
மவுண்ட் கோட்ரிங்டன் நேப்பியர் மலைகளின் வடகிழக்கு முனையை உருவாக்குகிறது.	070fb4611d0e68d0580ec0b5b5f94592dd052910941177317cfda57177787520	ta	different-language
இரண்டே இரண்டு தோல்விகள் Nicaragua மற்றும் Cuba-வில் நடைபெற்ற Pan American Games-இல் வந்தன.	04dd0ab965281eb625f6d35bb745f8a86afc50e5da660e5140b0df8d456a62a8	ta	different-language
"Shipman-னின் குழந்தைகளுக்கு""Pakkins' Land"" கதைகளின் சில கதாபாத்திரங்களின் பெயர்கள் சூட்டப்பட்டுள்ளன."	065ed946f3319da937e50ca0d1ef51825dad3a828bdbde24ce1568f98654fd3a	ta	different-language
ஹாரிசன் பிளெமிஷ் புலம்பெயர்ந்தோரின் மகளான மரியன் இஸ்ப்ராண்டை மணந்தார்.	05798f6383018c0e6c826478a3f682890a3f610469dc7a18d578731ec4a5e117	ta	different-language
விக்டோரியனுக்கு முந்தைய வடிவத்தில் தேவாலயத்தின் வரைபடங்கள் பர்மிங்காம் மத்திய நூலகத்தால் நடத்தப்படுகின்றன.	05e86c3cde120a76faab861e10302046b7cf8ec9d3466d75370e9fdc81f46950	ta	different-language
ஸ்டீராய்டு நீரிழிவு என்பது மன அழுத்த ஹைப்பர் கிளைசீமியாவின் ஒரு குறிப்பிட்ட மற்றும் நீடித்த வடிவமாகும்.	049e66506696c11a90230a0363f1cdaf7071f86b638d493b3331bc9bbc82dba0	ta	difficult-pronounce
சமீபத்தில் சித்திரக் கதைப் புத்தகங்களில் Karagiozis கதாபாத்திரத்தின் மறு அவதாரங்களை கொண்டு வர பல முயற்சிகள் நடந்தன.	06fbe48c8b53d236b417d866d775c2e5674f6ff34bc59fc38f76305863745e7a	ta	different-language
லவ்ரியானினில் உள்ள கனிம அருங்காட்சியகம் லவ்ரியான் பகுதியிலிருக்கும் கனிமங்களின் மாதிரிகளைக் கொண்டுள்ளது.	071a7178825809860e52d85abf06ab5ecd3537dd96f7aa73beda3c16a81c156e	ta	different-language
இது பெண்களுக்கான ஹேமர்ஸ்மித் ஸ்கல்லிங் கிளப் என்று அழைக்கப்பட்டது.	0747478d208110efd16a0365718faffe9d449887767d66d146469349ddf8779e	ta	difficult-pronounce
அவர், தி புல்டாகர்ஸ் எனப்படும் கற்பனை பூச்சி இசைக்குழுவின் முன்னணி கிடார் கலைஞர் ஆவார்.	06c471c8dacfeaa5ab08825f80b15038854c3b33de76c30f1a95a0582667f78f	ta	different-language
அவர் ஐரோப்பிய முன்னோடிகளிடையே மிகவும் ஆற்றல் வாய்ந்த ட்விட்டர் வாடிக்கையாளர்களில் ஒருவர்.	06be1fc4bdf010ba733eebe728a5091b606df09545b5257c273c21c910c4c66e	ta	difficult-pronounce
அவர் பிரெஞ்சு, லத்தீன், கிரேக்கம், அட்சர கணிதம் ஆகியவற்றில் விசேட சித்திகளைப் பெற்றார்.	060f12f4a266e9c2ff6fe343538d424f885d3641feb8c9298489ca0661acc5de	ta	different-language
ஒவ்வொரு மாநில சரித்திரப் பாதுகாப்பு அலுவலகமும், பாதுகாப்பு விஷயங்களை நிவர்த்தி செய்வதற்கான திறன்மிக்க திட்டமிடலுக்கு பொறுப்பாகும்.	067fc55310582f6d5c4550e967ed7a02a1c82738253c78fc624099f4669d6278	ta	difficult-pronounce
அவருக்கு பின் வந்தவார் ஜொகனஸ் போஸ்ட்மஸ்.	0749432b5e1f32114040e1d2403722fcd6073c1ac5eb82409a4782bf81ead25d	ta	difficult-pronounce
அவர்களது முதல் துண்டுப்பிரசுரம், An Answer to a booke entituled, An Humble Remonstrance என்பதாகும்.	06e2a55fa37d7f5564b96a5f841e68c0b85c8cce7c38eff941997ad8e9d1a506	ta	different-language
அதிகப்படியான பிரதிஎடுக்கும் காட்சியைத் தவிர்க்க எளிய வொர்க்அரொவுண்ட்ஸ் உள்ளன.	04c788c8738b5a30f33084dda1df81d8397b97752d7b98fa5251ec0a82c2c8cf	ta	different-language
Atiyeh மாநிலம் தழுவிய உணவு வங்கியை நிறுவ உதவியது, இது நாட்டில் முதல் முறையாக நடந்தது	0475cb883310f4eeec8661afced6c66bf18f3c20b44fb2f37c405eddd7e7a250	ta	different-language
Mooney அந்த நபரின் மார்பை அழுத்தி, இறுதியில் அவரை மீண்டும் உயிர்ப்பித்தார்.	0740895d228a61f3cbb9b856d34b35a16b9c169c2baff128f41ce3ffcfc9d299	ta	different-language
நார்மன் கட்டமைப்பு சிதைந்தது மற்றும் வழிநடத்தப்பட்ட நார்மன்கள் கடற்கரையை நோக்கி தப்பி ஓடிவிட்டனர்.	0709c1614654c17b68c21d6aa09afb47863247a590046da82f461c66965ba425	ta	different-language
இது மிகவும் குறைந்த வெளியீட்டைக் வண்ண வினைல்லில் கொண்டிருந்தது.	0727b88dcefe1e4610fb9c435bce9c561314fa7b6ed4347bda96e16a04bf3fd6	ta	grammar-or-spelling
அவளுக்குப் பெரும்பாலும் அவளது பாலியல் அடையாளச் சின்னத்தை அடிப்படையாகக் கொண்டு திரைப்படங்களில் சிறு பாத்திரங்கள் கிடைத்து வந்தன.	06611849a44bd26f5916401e4021d00c7c11cccd2b9542a723d59de39e7b2705	ta	difficult-pronounce
டஸ்கன் ஒயின்களைப் புகழ்ந்து எழுதிய அவரது பச்சனலியன் கவிதை இன்றும் இத்தாலியில் வாசிக்கப்படுகிறது.	07322897af296a70124add9b8b7fa33537b621b5d4bf172b77ce0c93d67e4e8c	ta	different-language
அவர் Foveran Parish பள்ளியிலும் பிறகு Aberdeen இலக்கண பள்ளியிலும் கல்வி கற்றார்.	04674257bbdfc4720325fb50eb63f35b685225d7214c872a8e02361bd179aba6	ta	different-language
அதற்கு முன்னால் இந்த காம்ப்பெல்டவுன் ஆனது புறநகரின் ஒரு பகுதியாக இருந்தது.	06f4daacaa1a5a2bd3bbce15099fd57fb956d5c6a2df390bd02bd0be1e77bcf8	ta	difficult-pronounce
"Waigeo-வில் பேசப்படும் மொழிகளில் Papuan Malay, Biak, Ma'ya மற்றும் Ambel ஆகியவை அடங்கும்."	0719e59414b1c621454e07b3bd107244b3b0febff43b08ccc1018c71eaae0163	ta	different-language
Brand teleports, இணைப்பை விட்டு வெளியேறுகிறது Sennacherib.	0665b59114503a62bafc9266edb8adb2cb33b7bc7303129b49d914e9f35d0a25	ta	different-language
முன்னோக்கி எஞ்சின் அறை தான் போர்ட் ப்ரொப்பல்லரை இயக்க சக்தியளிக்கிறது.	06e2686f21dda5cf4ba82159e93443acb98c99abeb0966bb88e0e712757e7635	ta	different-language
ஸ்பைக் ஜோன்ஸ் ஆஃப் தி ரெக்கார்ட்: தி மேன் ஹூ மர்ட்டர்டு ம்யூசிக்.	06bf74e4568adcc194224143eaa6a57e4e2d4d4ad8f72d9cfc49b2c28d9c35ef	ta	different-language
அதற்கு முன், Estonia-வில் தொலைக்காட்சி ஒளிபரப்புகளை மாஸ்கோவிலிருந்து மட்டுமே பெற முடியும்.	06322851fd4ada4357d0a772e29ad28ce209a04f9b22570743f8e0e8e001cc08	ta	different-language
அரிஸ்டாட்டில் தனது படைப்புகள் பிரதிநிதித்துவத்திற்காக அல்ல, வாசிப்பதற்காகவே என்று கூறினார்.	06a98e1642f003d7b85abb9f4bea4d0bad96cffee9358bd51fa2cc672e579ff9	ta	different-language
கோயொடொ வின் எழுத்துருக்கள் 京都 மற்றும் ஒசாகவினுடையது 大阪.	000d0e8d963753c518d2ec76d618763445161f54b82585bcdf5830e3b2abad59	ta	different-language
இரண்டு பெண்கள் ஒரு கான்கிரீட் மேற்பரப்பில் நடனமாடுகிறார்கள்.	0736cf31b17881c1a7f8f0c8cc56f4624d9ff3577d15d95eefca74e2c1a45665	ta	different-language
"""Harder""-ரைப் பெற்றிருக்கும் Lynch அதை ஏற்கவில்லை."	04eda9a8165f7ccb658018dfa74148a5425fe7f31bdc4ece0ff477947b0399de	ta	different-language
இந்நினைவுச்சின்னம் Rhode Island மாகாணத்தைக் காட்டிலும் பெரிதாகும்.	06f0b8a6ba75ad77d590804bbc7a468086f0585a48b100076ff646d0d2efd164	ta	different-language
இது மிகவும் குறைந்த வெளியீட்டைக் வண்ண வினைல்லில் கொண்டிருந்தது.	0727b88dcefe1e4610fb9c435bce9c561314fa7b6ed4347bda96e16a04bf3fd6	ta	grammar-or-spelling
பின்னர் தி பெயின் டீன்ஸ் கிதார் கலைஞர் ஸ்காட் ஐயர்ஸ் இசைக்குழுவில் சேர்ந்தார்.	06d4cbfa3f4129573215855dbb52de51e9c0b9ebe174a9cb737288a9c3554e94	ta	different-language
இந்த தொகுதி பெரும்பாலும் கிராமப்புறமாக இருந்தது, மேலும் பல்தூர் மற்றும் ஆர்கில்ஸ் போன்ற சமூகங்களும் இதில் அடங்கும்.	0759a3e1062643b594a9cd9cbc5dbad1ef60707179be85d74068481b605ec541	ta	different-language
"காட்சியின் போது வழங்கப்பட்ட இந்த பாடல், இடைவிடாத சலசலப்பு மற்றும் இறங்கு ட்ரில் ""preer-prr-prr"" ஆகும்."	06c1405fba08f132025f6b3767f3617f09af4fe7b0a64e002cde02a20ee4445e	ta	different-language
இதை பின்னர் ஃபுல் பேக் கிறிஸ்டியன் கல்லன் மற்றும் டக் ஹவ்லெட் முந்தினர்.	07656d765a32384cdcb07e920cc0fc8e950c4deebf984cd5de2095a4efd9b616	ta	different-language
இது Grundy மாவட்டத்தின் மாவட்ட இருக்கை.	074dbc0070e300f5d39de0e000ffb214059d349bd1ed7b9d4963d10e352c051b	ta	different-language
பின்னர் அவர் Harlem, March Hare என்ற பாப் குழுக்களில் சேர்ந்தார்.	07591a6ff9bad0e20d25aa6e66753411a254f2ae4ee54a2b3fe4377981956dd1	ta	different-language
வெப் டெவலப்பராக உருவாக முறையான கல்வி அல்லது உரிமத் தேவைகள் எதுவும் இல்லை.	07828483ae5cbed29400ae35daeb43f4acc238bac4e44b4d0496764f5e05750f	ta	different-language
இணக்கமான அதிர்வுகளால் ஏற்படும் வன்முறை இயக்கத்திற்கு எதிராக டியூன் செய்யப்பட்ட வெகுஜன டம்பர்கள் உறுதிப்படுத்தப்படுகின்றன.	0745cd6111230f5a2f04a6f94f1176adf7c55e1fef999e5a6cad213a7af110d7	ta	difficult-pronounce
ஒன்றிற்கு பெயர் த சர்தாவுகார் ஸ்ட்ரைக்!	0776822dcbe995e62ce653acfaf624c627eb5410bcec3996f2a214a4a4c8de46	ta	different-language
ஹைட்யோஷியின் இராணுவம் மூன்று படைகளாகப் பிரிக்கப்பட்டிருந்தது.	0761582e991b3faf90188556bd03e22a0bf63622f16899f7ab61c85568194968	ta	different-language
போருக்குப் பொறகு, அந்தப் பகுதி, இஸ்ரேல் மாநிலத்துடன் இணைக்கப்பட்டது.	0743d31c762849f56d3c67d945f1ef73e88e485da89f93ff5d4246792ec2d397	ta	grammar-or-spelling
மெக்கென்சியைப் போலவே, நிக்கல்சனும் பின்னர் ஒரு எழுத்தாளர், வெளியீட்டாளர் மற்றும் அரசியல்வாதியாக இருந்தார்.	077282335fbe87be87c2fc961543c11b5184ea82b7b53d69058bb381ee229515	ta	different-language
Yankee White அனுமதி பெற்ற நபர்கள், விரிவான பின்னணி விசாரணைக்கு உட்படுத்தப்படுகின்றனர்.	06f99bcbc1502d7cd9a8272b7252b3aa652e30e17f376e73f48c18edbdae4a37	ta	different-language
ஆர்டர் ஆஃப் தி கோல்டன் ஃபிளீஸ் விருது வழங்கப்பட்டது.	0596f860da3f2d2ce0dc05e8e772dba7db290a4aab57d8c67cf1df19026708e2	ta	different-language
அவர் McArthurs, Sligo Distillery மற்றும் Longford Town ஆகியவற்றிற்காகவும் விளையாடினார்.	076a04324530beb7a535bd178cd5bdd5b6a59da7ef61f58b2e88c9b482768020	ta	different-language
ஜார்ஜியா மாநிலத்தின் அகஸ்டாவில் உள்ள லூசி கிராஃப்ட் லேனி உயர்நிலைப்பள்ளியில் பேங்க்ஸ் பட்டம் பெற்றார்.	064b9be7a19d16ed31cc6347dea1b9faf69d65a993925bc4e2dd3e0ac2f450c6	ta	different-language
Peavy புதிய உறுப்பினர்களை சேர்த்துக் கொண்டது கிடார் இசைக்க Victor Smolski மற்றும் டிரம்ஸ் இசைக்க Mike Terrana.	06e0d962cb8371743f03b0ba097e8ad4ae552fe7255d294ef26b6c671bcea521	ta	different-language
ஜங்ஷனுக்குக் கீழே Orwell-லில் நவீன மதகு ஒன்று அமைக்கப்பட்டுள்ளது.	062c25d3483a409f04d88362f94535f4aaf1b0c78db55401621bc4418f6c22a3	ta	different-language
நிறுவனத்திற்கு வெளியில் இருந்து அழைத்துவ் வரப்பட்ட முதல் தலைமை நிர்வாகி அவர் தான்.	074d0e2be94dead2dbfc6d3c568a1752948baacc5a15ce406ed600bfd9cedb62	ta	grammar-or-spelling
"பல்கலைக்கழக பட்டதாரிகளுக்கான போஸ்ட் நாமினல்கள் ""கிளாஸ்கால்"" என்ற சுருக்கத்துடன் பரிந்துரைக்கப்படுகின்றன."	074e76bc6ecc2c04459d995f2664ada998bfa55142a893898a784572fcf624ed	ta	different-language
லைவ் ஆக்சன் தழுவலுக்கான ஸ்கிரிப்டுகளையும் எழுதி இருக்கும் யோஷியுகி சுகா ஸ்கிரிப்ட்களை வழங்கியிருக்கிறார்.	0732b7b2c21ea0590eaca86e796ec7cdf00b36022a9fba453bbf370fb29a0e37	ta	different-language
சில ஆதாரங்களில் அவர் ஷெபிட்குவின் மகன் என்று கூறப்படுகிறார்.	0725161e5177cf6d612479861f03c062a71f2a1004fbd476fbbcf22f4b982672	ta	different-language
ஒரு கேன்ட்ரி கிரேன் மற்றும் அதன் மின் நிலைய நாட்களிலிருந்து மாறுதல் மற்றும் கிராஃபிட்டி அப்படியே இருக்கும்.	073ff9861f30f2a176717f9c128e4d85f3f25c32962c8aa9d12e0680aeaa8dd4	ta	different-language
தில்லனின் தாயார் ஸ்காட்லாந்தின் Stirling, Kilsythத்தில் உள்ள Tamrawer Castle இன் Grahams Lairdsஇலிருந்து வாரிசாக வந்தவர்.	076b858ba7854f90ac6a9d82b6d34447a940a05a2077b487fec0ab6292343bcc	ta	different-language
பின்னர், அவர் காஜிவாரா காகெடோகியின் ஆவி என்று அந்த நபர் வெளிப்படுத்தினார்.	06f0e64ea30512fd4acfd0e688dcebe05d8a0ad631cc179d2350f8b86d2672c1	ta	different-language
இவர் தான் Kesha, நமது கணினி அனிமேட்டர் ஆவார்.	0708195e7104406dcd144fc2ae14d71d73d1b9781b9385a524727d6670a59734	ta	different-language
கிவ் ஹோம் என்பது ஹண்டர் பூஜ்ஜிய நட்சத்திரங்கள்	0763980909710d25305b932a6304bc155b924e3a3ef55252f0075bf40f87685e	ta	different-language
"குய்சின்னின் விதிமுறைக்கான பண்பாட்டுத் தேதிகள் ""சம்குக் சாகி"" அடிப்படையிலானவை."	076d002b2eb7a5519e0253ea65ec481efafda5167e99da383917182ccac57e64	ta	different-language
அடுத்த பல ஆண்டுகளுக்கு அர்னாட் கிளப் ஸ்டாராக இருந்தார்.	078a78b2a6afe437a16c620dc78f9cbee135c2fa809f1cea094a8dded2badfc4	ta	difficult-pronounce
வெல்ஷ் சட்டமன்ற உறுப்பினராக இரு முறை அவர் நின்றார்.	069ba1e6f2c72036360779d9be58b965f1608586caf6a8b9293e3b117e7cd048	ta	different-language
Konzerthaus Berlin, Berlin Philharmonic Foundation ஆகியவற்றுடன் The Hochschule கூட்டமைத்துக் கொள்கிறது.	04f87e9adc9693cf8ada615ba854e562691e534f3edde245d94a59798d0865f8	ta	different-language
லாவ் பா சாட்டின் தனித்துவமான, எண்கோண, வார்ப்பிரும்பு கட்டமைப்பை ஜேம்ஸ் மேக்ரிச்சி வடிவமைத்தார்.	06fd0e63a57b132bc9becd42e5999d202973c614b8f8930b77aecacdfef285aa	ta	difficult-pronounce
"ஒப்பீட்டளவில் அரிதான கேமோட்டோஃப்டிக் ஃபெர்ன் இனங்கள், ""ட்ரைக்கோமன்ஸ் இன்ட்ரிகேட்டம்"" என்ற இடத்தைப் பாதுகாப்பதாக அறியப்படுகிறது."	06b8d6760c587880ccbaa87438bd56f3bdb22a67df1f779019c1a460b5ecd8c1	ta	difficult-pronounce
ஹபரந்தாவுடைய மக்கள் தொகையில் ஒரு பெரும் பகுதியினர் ஸ்வீடிஷ் மற்றும் ஃபின்னிஷ் மொழிகள் ஆகிய இரண்டையும் பேசுகிறார்கள்.	06657b887375864e122777e77b129b7f944db83bff93a08c1e52d066d052a94c	ta	difficult-pronounce
Golphin ஒரு அமெரிக்கப் புனைக்கதை மற்றும் வரலாற்று எழுத்தாளர், ஆசிரியர், கட்டுரையாளர், பத்திரிகையாளர் மற்றும் கல்வியாளர் ஆவார்.	05b4322b00d81dd28420bc86ccdbb6d596de9ba720213f32382379c0ff1fa08d	ta	different-language
Twickenhamமிலுள்ள Whitton பள்ளியில் மில்லர் பயின்றுவந்தார்.	06c861614f5140cd0efbb2aab7094d2dff09726455d9eb9e9988e31e18400cf7	ta	different-language
Hedgehog குடியரசிற்கு ஸ்பெயினுடன் ஒரு அறிமுகம் இருந்தது.	077eb49c8aeaa64ee504dc92fcf7a2244faee9c6b7c557b689c1cd43a263d60d	ta	different-language
"ஈராக்கிய அரபியில், நெருங்கிய தொடர்புடைய கிளைமொழிகள் பெரும்பாலும் கூட்டாக ""Soureth"", அல்லது ""Syriac"" என்று அழைக்கப்படும்."	033c7cabc5184460bd2d57c2f27b28cca7a07e643cdb397ab7dda42eb4349b8e	ta	different-language
"எடுத்துக்காட்டாக, ""Iris"" பேரினத்தின் சீக்கிரம் பூக்கும் வகைகள், ""Iris"" Dutch Group""ஐ உருவாக்குகின்றன."	071d8fe8dacf7e013adf54f636307893f9ff1279cf3ea9a375e210844ba91806	ta	different-language
பிரெஸ்ட் மற்றும் மோர்லைக்ஸ் முற்றுகையின் நிவாரணத்திலும் அவர் போராடினார்.	05e20ec2bb0c947b57335e6fcb6a4b111a3abe61887589dca491199e8d3571d9	ta	different-language
செயிண்ட் போனிஃபேஸ் மற்றும் செயிண்ட் பால் இடையே முதல் ரயில் இணைப்பை இது நிறுவியது.	06917245d300cc6d46c9ec5379517cf5c18c6d66aad0dd09c26280376d273323	ta	difficult-pronounce
Brittany இல் இருக்கும் Brieg-கின் இரட்டை Ruthin ஆகும்.	07525a97b7ba40461d0a5bfaadb0f7e46ed4fb7e309943feaf54cea68854305b	ta	different-language
யாரா பள்ளத்தாக்கு பசுமைப் பட்டையின் ஓரத்தில் லீஃபி ரோஸேன் உள்ளது.	0714ad3844f282255c1c2246d92e03148253162375ae9c92602a7defc6ea46e2	ta	different-language
ஓரிகானின் அஸ்டோரியாவில் உள்ள கொலம்பியாவின் வாயிலிருந்து அணை மேலே உள்ளது.	06cff7f405050025af0ac08d4867fa2c2327c928af4bf6ad6682e440b80d1922	ta	different-language
ஸ்டுடியோவில் வைன்ஹவுஸ் மற்றும் பென்னட் ஆகியோர் இந்த பாடலை இசைப்பதை இந்த இசை வீடியோ காட்டுகிறது.	078f76be0ddb565f4d0c554fcd3cd7d64975857e81c17cea3e5952fb1c17f45e	ta	different-language
இது லோன் ட்ரீ நகரத்தால் தெற்கே எல்லையாக உள்ளது.	075da73269102525bd6cc0ac2c707c2b71210903f4805c74ed3d3fee4f665e1d	ta	different-language
பல்வேறு மிரண்டா அட்டைகள் அவரின் நபர் மீது காணப்பட்டன.	063e68bceb03496ba9d5acdb82d6a9b46f2053ba1b279e6e6db41766d69d2be3	ta	grammar-or-spelling
நிறுவனத்திற்கு வெளியில் இருந்து அழைத்துவ் வரப்பட்ட முதல் தலைமை நிர்வாகி அவர் தான்.	074d0e2be94dead2dbfc6d3c568a1752948baacc5a15ce406ed600bfd9cedb62	ta	grammar-or-spelling
ஒரு நான்கு சக்கர கட்டுப்பாடு கொண்ட கார் ஒரு பறைகள் நிறைந்த கரடுமுரடான பாதையில் செல்கிறது.	0781a8ce632d8afd785d89467ce1c040f13ba1fba1e6b1524137c81c7f7938a6	ta	grammar-or-spelling
